target,text,clean_text
0,Everybody's laughing at my neon day-glow argyle socks. ,everybodys laughing at my neon dayglow argyle socks
1,@bowwow614 In your option i have to take tha nice guy ,in your option i have to take tha nice guy
1,sunny morning ,sunny morning
1,"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! ",waiting for my dad to pick me up were gonna watch a movie btw new photos soon
0,hates smart-arse rookie cops on power trips who pull you over and issue $189 fines ,hates smartarse rookie cops on power trips who pull you over and issue fines
1,@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise ,we appreciate the unscheduled coverage keep it up and give the crew a raise
1,"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done ",right on just bought this new computer will be mig easier to get code done
0,i am so bored!!  well lets see i am writing my spanish paper and guess wht! schools over  FML!,i am so bored well lets see i am writing my spanish paper and guess wht schools over fml
1,woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!,woot i have points on my subway card points is a free foot long going to get it now
1,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby ,i been saying that the past weeks that i miss playing spades and drinkin chillin the good old days let me know baby
0,No mini vacations for the moment  Starting a week with different / many things to do. Thank you God,no mini vacations for the moment starting a week with different many things to do thank you god
0,i have no idea how i'm going to fix things with me and landon! i want things back to normal but i don't know how and if that is possible ,i have no idea how im going to fix things with me and landon i want things back to normal but i dont know how and if that is possible
1,@Chinkerfly they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about ,they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about
0, well maybe next time my dreams with come true,well maybe next time my dreams with come true
1,"BPHS Orchestra spring concert tomorrow night!  7:00 pm @ the PAC! Freefreefree! B there or B square! As Reuben says, &quot;It's instupituous!&quot;",bphs orchestra spring concert tomorrow night pm the pac freefreefree b there or b square as reuben says quotits instupituousquot
1,@regalaffair hey you are up early ,hey you are up early
1,@BevClement I don't think we talk much about Banks these days - not quite as respected as they once were ,i dont think we talk much about banks these days not quite as respected as they once were
1,"Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again ",shout out to the koblers as sure as the dawn here we go thanks again
0,i've watched titanic hundreds of times but leo dying still gets me every time. ,ive watched titanic hundreds of times but leo dying still gets me every time
1,@nickasaur hey nick  how are youu? x,hey nick how are youu x
0,"Just edited about a million photos of cats, none of them for lolz. ",just edited about a million photos of cats none of them for lolz
1,"G'night,  I'll try to get on tomorrow! ",gnight ill try to get on tomorrow
1,Good Morning Everyone... grinding the beans to make coconut macroon coffee anyone for a cup ,good morning everyone grinding the beans to make coconut macroon coffee anyone for a cup
0,@emzsy I've come down with something. Had to come home from work.  feel shit. xox,ive come down with something had to come home from work feel shit xox
1,"It's brain-fried deadline time.  Dazed, unfocused, a bit of an out-of-body experience.  21 years ago, I would have paid to feel this way. ",its brainfried deadline time dazed unfocused a bit of an outofbody experience years ago i would have paid to feel this way
1,im like really bored. staring at my arms..the autographs are on my hands are kinda fading away. but the arm parts r still der ,im like really bored staring at my armsthe autographs are on my hands are kinda fading away but the arm parts r still der
0,@yelyahwilliams why is franklin so sad?  everytime i hear it for some reason it makes me think of good times but im on the verge of cryin,why is franklin so sad everytime i hear it for some reason it makes me think of good times but im on the verge of cryin
0,Not looking forward to work AT ALL today. ,not looking forward to work at all today
1,@SongzYuuup Heyyyy Trey! That's wassup! Take it over! Lol Have a good day in the VA ,heyyyy trey thats wassup take it over lol have a good day in the va
1,@spencerpratt Congrats on the wedding  I'm glad you waited to have a nice traditional wedding!!,congrats on the wedding im glad you waited to have a nice traditional wedding
1,"@dbdc We should be confident, especially with our home form. King Is a big miss though, but I've got lots of faith in Dawson. COYS! ",we should be confident especially with our home form king is a big miss though but ive got lots of faith in dawson coys
1,@Bran2110 eat a frosty for me ,eat a frosty for me
1,"@jodabone Cool, meet u there!  I'm gonna drive tho cause that's a long walk up the hill... lol. Before 9am they got Early Bird Specials.",cool meet u there im gonna drive tho cause thats a long walk up the hill lol before am they got early bird specials
0,just found out that the Boston Celtics lost to the Orlando Magic!! FUCK FUCK!! What a way to start the working week ,just found out that the boston celtics lost to the orlando magic fuck fuck what a way to start the working week
0,Feels partly responsible about the trouble in Iran cos his avatar STILL isn't green. ,feels partly responsible about the trouble in iran cos his avatar still isnt green
1,@radna  is jesus christ also tweeting I wonder?,is jesus christ also tweeting i wonder
1,@TVdotcomAU Don't forget to watch @newinventors too! ,dont forget to watch too
0,Sittin on a train platform waitin for a train. Quite possibly hav just failed another test ,sittin on a train platform waitin for a train quite possibly hav just failed another test
0,"Slightly better version. Posted the wrong one earlier. Sky is still blown out, sadly  Love the shot tho http://yfrog.com/7grxqj",slightly better version posted the wrong one earlier sky is still blown out sadly love the shot tho
1,were the ones who made you  x,were the ones who made you x
1,FINALLY won a game of Settlers Of Catan. Also booked restaurant for birthday dinner. Life is good ,finally won a game of settlers of catan also booked restaurant for birthday dinner life is good
0,"is dreading work tomoz, wonders if everything was done correctly at close :S gonna double check everything b4 hand ",is dreading work tomoz wonders if everything was done correctly at close s gonna double check everything b hand
1,@adaftscotslass Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,get followers a day using once you add everyone you are on the train or pay vip
0,@Nassira yep.yep. day job is kicking my butt at the moment. ,yepyep day job is kicking my butt at the moment
1,Together with michael. We just decided to cook some breakfast together. ,together with michael we just decided to cook some breakfast together
0,@MissCaseyB I know what you mean  rain sucks...,i know what you mean rain sucks
0,*sigh* more boring history to do ,sigh more boring history to do
1,@AIIisonIraheta What's up!? You rock! ,whats up you rock
1,uploading photos from photoshoooot  guitarist is uber persistant..they're coming!,uploading photos from photoshoooot guitarist is uber persistanttheyre coming
1,today was just SPLENDID!!! ,today was just splendid
0,major focus issues in rehearsal today-wish i was outside so bad  cant wait to bbq hope 2nite !! come on 6 o'clock get here already,major focus issues in rehearsal todaywish i was outside so bad cant wait to bbq hope nite come on oclock get here already
0,in Rome and it's raining ,in rome and its raining
0,Foiled again! Being dragged out by parents at a moments notice. I want to draw! ,foiled again being dragged out by parents at a moments notice i want to draw
0,I wish I could sleep ,i wish i could sleep
1,@_Enigma__ I say stick to your guns...it will drive the women crazy. ,i say stick to your gunsit will drive the women crazy
0,@LeahJKelly  that sucks.,that sucks
0,@dreamergirl17 no  wayyy to much hw I gotta finish first. And it's way cold out!,no wayyy to much hw i gotta finish first and its way cold out
1,@markmejia and @albertposis just made my day  luvv deemmm!!! haha,and just made my day luvv deemmm haha
1,@MothersAnthem I have a request! Play Structure of a Heart tonite please ,i have a request play structure of a heart tonite please
0,"i mean, i thought i was supposed to be like, excited and happy at this point, not stressed ",i mean i thought i was supposed to be like excited and happy at this point not stressed
1,@mosesma You strike again with your article on twiter !   http://bit.ly/Ob9HA,you strike again with your article on twiter
0,is so tired from my workout..plus.. waiting to get some work soo bad.. UGH&gt;. i hate not having any money .. so much outcome and no income ,is so tired from my workoutplus waiting to get some work soo bad ughgt i hate not having any money so much outcome and no income
1,"@brandonwalowitz Aww... I hope you change your mind about Twitter. If you ever do, I'll be here reading. ",aww i hope you change your mind about twitter if you ever do ill be here reading
0,http://digg.com/d1twJ0 sad  i was rootin' for her!,sad i was rootin for her
1,@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me ,you mean youre not a celeb only followed you thinking you were related to gordon silly me
1,"I just finished following some people. Gah, I'm so tired. Goodnight Tweetpeople. ",i just finished following some people gah im so tired goodnight tweetpeople
0,"@jack_herer  Hahahaha, what snow??? Still nothing  ",hahahaha what snow still nothing
1,@dages58 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,lol after this weekend yea ur right text me cause im goin to rd and they dont have computers there bye bye
0,@EdMunster I know don't remind me  ha,i know dont remind me ha
1,@giraffette special eddie pout is bloody fantastic. enjoyed it very much. thanks. ,special eddie pout is bloody fantastic enjoyed it very much thanks
1,"@JELuttrull Thanks   Yeah, I was watching it a bit earlier, but my heart wasn't really in it.  Shocking, I know!",thanks yeah i was watching it a bit earlier but my heart wasnt really in it shocking i know
0,"@sakurajewellery yeah, it's awful  he woke up doing this little cry'y mewing sound this morning, half asleep  How are you today Hun? X",yeah its awful he woke up doing this little cryy mewing sound this morning half asleep how are you today hun x
1,We're watching Magic game at home... Hopefully they win so we could go to Orlando for Final  miss Orlando very much...,were watching magic game at home hopefully they win so we could go to orlando for final miss orlando very much
0,I don't want my sister to go back ,i dont want my sister to go back
0,Feeelin Pretty Shitty. All She Had to Do Was Txt me once to remind me why i fell For Her. Why Must She Fuck With me like This ,feeelin pretty shitty all she had to do was txt me once to remind me why i fell for her why must she fuck with me like this
0,I miss my Brandon ,i miss my brandon
0,Off to class! ,off to class
0,this is embarrassing who wants to set up texting via phone for me cuz i can't ,this is embarrassing who wants to set up texting via phone for me cuz i cant
1,"@vysh_doss Good stuff, ain't it? Yeah, you told me about Aamir. And you already know what Rendang is like reheated. ",good stuff aint it yeah you told me about aamir and you already know what rendang is like reheated
0,"@Dj_Phat awwwwwwwwww, that's how ur doin me now?? lol makin fun of my spelling??  i'ma beat u up when i see u! lol",a thats how ur doin me now lol makin fun of my spelling ima beat u up when i see u lol
1,@kareemdmapantz maybe tomorrow. hahaha i miss youuuu! you have a cam?! ohhh yer laptop! ,maybe tomorrow hahaha i miss youuuu you have a cam ohhh yer laptop
1,@xxkamm oh man you hardass  x3,oh man you hardass x
1,Lazy day. Can't wait for maneater tonight. The book was awesome! ,lazy day cant wait for maneater tonight the book was awesome
0,"I can finally go to bed now that I know who gets the gold logie,  im disappointed it wasn't rove though  ",i can finally go to bed now that i know who gets the gold logie im disappointed it wasnt rove though
1,"@MSPMike Okay Mike, you have great photos, but can you take them right-side-up?  I'm getting a neck crick!  ",okay mike you have great photos but can you take them rightsideup im getting a neck crick
1,seems like a nice day-guess it's off to the park with my lil man ,seems like a nice dayguess its off to the park with my lil man
0,@mattsmind that's cause they are. I adopted them when my pup got into the nest &amp; ate the others. ,thats cause they are i adopted them when my pup got into the nest amp ate the others
0,Not feeling it today ,not feeling it today
1,@Mitchley Oh noooes! Cos of lodging with family I try to avoid getting one after 10pm... prob just as well ,oh noooes cos of lodging with family i try to avoid getting one after pm prob just as well
1,"@TeachJoanne you deserve it.. enjoy.  the fact that you didn't break a nail gives you some superhero status, btw. *smooch*",you deserve it enjoy the fact that you didnt break a nail gives you some superhero status btw smooch
1,ahh computer class with tori and geena  watching TH HANGOVER later with torii ,ahh computer class with tori and geena watching th hangover later with torii
0,@BrianLimond ta. we're not all racists ,ta were not all racists
1,@JaneYee isnt traffic fantastic &lt;insert sarcasm&gt; ,isnt traffic fantastic ltinsert sarcasmgt
1,GAMING UP A STORM TODAY! ,gaming up a storm today
1,iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks ,iphone gs and n launching in australia on the same day feel the marketing hype kicking into overdrive for the next weeks
1,@IndyAmanda Sounds possible  It even looks so confusing u dont wanna try! I have to use it at school and I always mess up everything,sounds possible it even looks so confusing u dont wanna try i have to use it at school and i always mess up everything
1,wow i never thought i would have 30 followers. thanks! ,wow i never thought i would have followers thanks
1,@souljaboytellem I would have to agree with you on that ,i would have to agree with you on that
0,God I wish I was still in America ,god i wish i was still in america
0,God damn why does my knee hurt? ,god damn why does my knee hurt
0,"I heard plants can twitter, too. My little acorn-tree &quot;yusuf&quot; would cough if he could. He's really ill. ",i heard plants can twitter too my little acorntree quotyusufquot would cough if he could hes really ill
1,@wreckdagaffey very Cruella Deville of you ,very cruella deville of you
0,"http://twitpic.com/7rish - i miss wearin' that jacket... i love the fur, i miss it ",i miss wearin that jacket i love the fur i miss it
1,"went to the Blue Room, saw a bunch of awesome sea turtles and ate a huge fish eye with Justin and Sayer  I love family camp!",went to the blue room saw a bunch of awesome sea turtles and ate a huge fish eye with justin and sayer i love family camp
1,My better half is tending to the balcony jungle...She's planting herbs ,my better half is tending to the balcony jungleshes planting herbs
1,@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them ,i luv buying childrens bks well all bks really its an obsession good think its part of my daily job to buyread them
1,Awww it all worked out in the end ,awww it all worked out in the end
0,@getmerohit poor sutil.... tried to hard to maintain his position ,poor sutil tried to hard to maintain his position
1,lets blow stuff up ,lets blow stuff up
1,Church Sign:  Heavenly forecast - reign forever!  ,church sign heavenly forecast reign forever
1,@tephanyanne That's good. How are you feeling? ,thats good how are you feeling
0,@lolhayley ah i see well i rekon we must be annoying aidan with our twitter whore antics :L cant find anything to watch on tv ,ah i see well i rekon we must be annoying aidan with our twitter whore antics l cant find anything to watch on tv
1,@veronicasmusic Yessss UK soon! I have been waiting for years! Come to Scotland ,yessss uk soon i have been waiting for years come to scotland
0,@jamieerinw I'm a horrible person and still haven't posted your letter ,im a horrible person and still havent posted your letter
1,"@Newy_ShortStack Hahai was gonna say xD shes absolutely everywhere, its hard not to have atleast heard of her. shes great ay? ",hahai was gonna say xd shes absolutely everywhere its hard not to have atleast heard of her shes great ay
0,uhhggghhhh....sick is not my idea of summer fun ,uhhggghhhhsick is not my idea of summer fun
1,@annakiss I'm based in the Netherlands. But still on my bucket-list is a trip to the UK/London. I think otherwise of the photogenic part ,im based in the netherlands but still on my bucketlist is a trip to the uklondon i think otherwise of the photogenic part
1,@everydaystrange very exciting stuff! I'm taking my mum to get one for her birthday this year. She's gonna be 60 ,very exciting stuff im taking my mum to get one for her birthday this year shes gonna be
0,im so sorry you guys! i've been shooting on the lake all week and my phone had a tragic accident! it went to the bottom of Havasu ,im so sorry you guys ive been shooting on the lake all week and my phone had a tragic accident it went to the bottom of havasu
1,@gipsy_dreamer I wish you luck! *hug* You can do it! ,i wish you luck hug you can do it
0,@TomFelton so will i  TEAM DRACO !!!! whoooh.,so will i team draco whoooh
0,@Gioiaa why do i never know when there's a new chapter  remind me tomorrow please! no time now ,why do i never know when theres a new chapter remind me tomorrow please no time now
0,@PHAROUT85 just looked it up. the construction was funded by NY municipal bonds which will be repaid by the mets... ,just looked it up the construction was funded by ny municipal bonds which will be repaid by the mets
0,"@tweenkle77 @aileen2u2 @WTFJAY @meghanwood @MisterNoodle according to tweetdeck, I am my only friend ",according to tweetdeck i am my only friend
0,Lions lost against South Africa 2day...  but we gave them a good match next time we will win ! xxx,lions lost against south africa day but we gave them a good match next time we will win xxx
0,"auchh, drop by 1  (23)sulumitsretsambew-id.com",auchh drop by sulumitsretsambewidcom
0,is in love with Mr Darcy but he's already got a gf. huhu.  le sigh.,is in love with mr darcy but hes already got a gf huhu le sigh
1,Home from Wal-Mart. Groceries were somehow cheaper this week...and I'm so not complaining ,home from walmart groceries were somehow cheaper this weekand im so not complaining
0,@kindstrangers GRACE! we better go see patrick wolf next year. im still super sad we missed the concert. ,grace we better go see patrick wolf next year im still super sad we missed the concert
1,@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? ,crash but quite obviously im still awake gonna study history later days more to terms are you feeling better now tho
1,"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)",tea is just plain good for you white green oolong and black all the same plant you know
0,"gonna watch the MTV awards, too bad I'm not there! ",gonna watch the mtv awards too bad im not there
0,I adore the mornings when I bawl for hours because I feel so hideous.  Say one effing thing about inner beauty and I'm unfollowing you.,i adore the mornings when i bawl for hours because i feel so hideous say one effing thing about inner beauty and im unfollowing you
0,"@Donnette Thank You very much! I'll be ready to write and write, but now seems for nothing, I don't know how to distribute ",thank you very much ill be ready to write and write but now seems for nothing i dont know how to distribute
1,"@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! ",yeah just go to the county where you live we got out license in multnomah and got married at the coast
0,@euphrosyna reality is always shocking. . . ,reality is always shocking
1,@KalebNation my name is Ashley ,my name is ashley
0,Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,eli in the er they pricked his finger for blood sugar and he was trying not to cry
0,Nooo we leave in 2 hours ,nooo we leave in hours
0,@mumalot I corrected myself ,i corrected myself
0,shout to the homie @stepheezy for the #ff love. even though she's too cool to follow me ,shout to the homie for the love even though shes too cool to follow me
1,Helping out @ Corner Stone tonight ,helping out corner stone tonight
1,sat listening to the rain tap the window ledge an about to have a shower seen as there is nothin else to do ,sat listening to the rain tap the window ledge an about to have a shower seen as there is nothin else to do
1,@pjmaybe looking forward to inFamous. 'been trying to get through Mass Effect but I have a feeling it wont get a lookin' soon ,looking forward to infamous been trying to get through mass effect but i have a feeling it wont get a lookin soon
0,Exams soon ! ,exams soon
0,listening to eagles call on Catalina Island...they are almost ready to fledge ,listening to eagles call on catalina islandthey are almost ready to fledge
0,@misshelen20 now I seem to have no pic at all ,now i seem to have no pic at all
0,Must now learn english for testpaper tomorrow. BÃ¤Ã¤Ã¤Ã¤hhh  I have wrote Autumn Reeser an email!!!!! Hope she answer me......,must now learn english for testpaper tomorrow bããããhhh i have wrote autumn reeser an email hope she answer me
1,@likestarlight I like this icon. Your eyes are awesome in it ,i like this icon your eyes are awesome in it
1,&quot;There's a stick thats gonna kill me!&quot; -Emily ,quottheres a stick thats gonna kill mequot emily
0,@kyuhyunnie Less games?  Aww...That must be hard for you...,less games awwthat must be hard for you
0,"wake up in Paris, but it's grey ..  need more sun !!",wake up in paris but its grey need more sun
1,"@aalikesness No doubt, let's make it happen - hit me at fuseboxradio@gmail.com! ",no doubt lets make it happen hit me at fuseboxradiocom
1,@Maximilus LOL seems someone put the bulls eye on your back... ushikwapo shikamana ,lol seems someone put the bulls eye on your back ushikwapo shikamana
0,@cinemabizarre http://twitpic.com/3tl66 - aww kiro got cut off ,aww kiro got cut off
1,@PerfectEnigma . . . from the frig. . .but im sure i could have just went and told you that in person.   lol,from the frig but im sure i could have just went and told you that in person lol
0,I'm out... *kicks Twitter*  ,im out kicks twitter
1,"@integratedmom R family enjoyed the travel ovr thr, FlagStaff AZ, &amp; the 2 wonders of the world!  They say many r moving thr from CA.",r family enjoyed the travel ovr thr flagstaff az amp the wonders of the world they say many r moving thr from ca
0,"omg, telkomsel BIS is down again! again!!!  thinking of changing provider ",omg telkomsel bis is down again again thinking of changing provider
0,most def   hey mr.jackson !,most def hey mrjackson
0,"@MolotovCupcake What type of dog is it? I tried to name my dog (half chow, half lab) Moogle years ago but that got vetoed ",what type of dog is it i tried to name my dog half chow half lab moogle years ago but that got vetoed
0,i have the flu. ,i have the flu
0,still cant sleep    i think im hungry....lol,still cant sleep i think im hungrylol
1,I'm so glad I got to sleep in  Prom was incredible! ,im so glad i got to sleep in prom was incredible
1,"baking &amp; packinggg, then cristinas staying with me tonight as usualllll, PITTSBURGH in the AM to see my giiiiirlllfriends ",baking amp packinggg then cristinas staying with me tonight as usualllll pittsburgh in the am to see my giiiiirlllfriends
0,well just had a minni thunder storm   so scary ok not that scary but hey,well just had a minni thunder storm so scary ok not that scary but hey
1,"@Jotebro yw, keep the good stuff flowing ",yw keep the good stuff flowing
1,&quot;You're so indecisive. Or decisive. I can't decide.&quot; ,quotyoure so indecisive or decisive i cant decidequot
1,day trip to Neuchatel ,day trip to neuchatel
1,Today's a big day ,todays a big day
1,"@neilhimself  The weird Coraline cover is the result of CMYK images sent on a RGB way, so it all weirds out.  Just open with Photoshop ",the weird coraline cover is the result of cmyk images sent on a rgb way so it all weirds out just open with photoshop
1,"time for a tanning session outside, then shower, then PROM! so excited ",time for a tanning session outside then shower then prom so excited
1,"Well, let's not forget the manaction. Then it's more like 55 minutes. The man action was alright. 6 out of 10, I've seen better ",well lets not forget the manaction then its more like minutes the man action was alright out of ive seen better
1,@shullygully yeah i watched the game! haha. felt really sleepy throughout the game though. kane must be depressed ,yeah i watched the game haha felt really sleepy throughout the game though kane must be depressed
0,i didnt read cuz i felt to yucky so i had a yogut and that just made made me feel more yucky..damn teeth  and now i dont know what to eat,i didnt read cuz i felt to yucky so i had a yogut and that just made made me feel more yuckydamn teeth and now i dont know what to eat
1,"@pythons it's a PT cruiser, sort of named itself  sad but moving on to custom skate. Might call it Rolly :p",its a pt cruiser sort of named itself sad but moving on to custom skate might call it rolly p
1,since I'm all over the map now - Bryan Ferry covering one of my fave Dylan songs  â« http://blip.fm/~7r7ih,since im all over the map now bryan ferry covering one of my fave dylan songs â
1,VISA process for SAUDI is messing up my week. Not sure if I am going to Effat/Jeddah yet!  Over 40 so fingers crossed. ;-),visa process for saudi is messing up my week not sure if i am going to effatjeddah yet over so fingers crossed
1,@BearTwinsMom thanks sweetie! ,thanks sweetie
1,@pogue  I was making a play on the term &quot;virtual seminar&quot;,i was making a play on the term quotvirtual seminarquot
0,morning tweeple. London is awash with precipitation. ,morning tweeple london is awash with precipitation
0,"still with my mother, i wanna go homee ",still with my mother i wanna go homee
0,@allieraebot r u feeling better? i really hope so..  im sad u were sick...,r u feeling better i really hope so im sad u were sick
0,just stepped on un chicharrone....crumbs ,just stepped on un chicharronecrumbs
1,@JackysPoodle Bless your heart - you're such a good liar and my fragile ego is so thankful   haha! x,bless your heart youre such a good liar and my fragile ego is so thankful haha x
1,"@babygirlparis hope you have a great weekend,Paris ",hope you have a great weekendparis
0,"aww, man...oh, well - had to work friday anyway ",aww manoh well had to work friday anyway
1,beach trip and a show ,beach trip and a show
1,@TessaDare  LOL. Mine is 6 and I know yours are younger and you have 2. Hopefully I'll hit that time before you. ,lol mine is and i know yours are younger and you have hopefully ill hit that time before you
1,@Footballwife your flower is cool.  I just didn't expect it... lol   THanks for the locator link!   i'm craving ice cream-cookies &amp; cream,your flower is cool i just didnt expect it lol thanks for the locator link im craving ice creamcookies amp cream
1,And it is coming soon ,and it is coming soon
0,"aw so sweet froz yogey on a frozenass day. . .@Shaboobie &amp; @suupkamo, yall wanna get scooped up? bamfs minus you 2 righ now! ",aw so sweet froz yogey on a frozenass day amp yall wanna get scooped up bamfs minus you righ now
1,Off to bed.  Goodnight ,off to bed goodnight
0,"I wish there was a forest trail right outside my house where I could walk, hike, bike, and explore! Buuuut I don't. ",i wish there was a forest trail right outside my house where i could walk hike bike and explore buuuut i dont
0,"great night ... drinking beer and watching signs , and i'm HOME ALONE , it's 11:38pm and pitch black outside.... ",great night drinking beer and watching signs and im home alone its pm and pitch black outside
0, An effin lightening scared the sh*t out of me!,an effin lightening scared the sht out of me
1,@BambuDePistola Don't worry. They are fresh outta bootcamp and I got me a war vet - there's no comparison ,dont worry they are fresh outta bootcamp and i got me a war vet theres no comparison
0,why did ian leave the cab ,why did ian leave the cab
0,sitting -- feet are in pain  from concert..but it was worth it,sitting feet are in pain from concertbut it was worth it
1,@Armywife515 Ohhhhhh.....hmmmmm...I think Saturday should be about food!! hahaha...I am not sure..Guess i could start that ,ohhhhhhhmmmmmi think saturday should be about food hahahai am not sureguess i could start that
0,"would love some sleep, but no, can't afford it ",would love some sleep but no cant afford it
1,Final exams are over!!!!! All we need to do now is relax and chill ,final exams are over all we need to do now is relax and chill
0,Playin around online  Colds definately do suck !!! Annoyed and about to get up n make lunch,playin around online colds definately do suck annoyed and about to get up n make lunch
0,iranian election much more interesting than transcendental idealism ,iranian election much more interesting than transcendental idealism
1,@bobbi10100 of course i do  xxx,of course i do xxx
0,didn't dare to go in my own room for like 15 minutes just because a freaky lizard was on the blinds. GAHH!! WIMP!!! ,didnt dare to go in my own room for like minutes just because a freaky lizard was on the blinds gahh wimp
1,@qillerm flip your flip flops then ,flip your flip flops then
0,@holyghost_girl: @2pach?! Well you let him be your bffl  ,well you let him be your bffl
1,"@barefoot_exec @MariSmith Wow, you two passing in the skies over Chicago....certainly a rainbow will appear....or a bolt of lightening! ",wow you two passing in the skies over chicagocertainly a rainbow will appearor a bolt of lightening
0,Just got home ... (from school)... bunch of homeworks again... ,just got home from school bunch of homeworks again
0,"Is not going to San Antonio this time  However, will get to Houston sooner than planned",is not going to san antonio this time however will get to houston sooner than planned
1,is at lunch and time to catch up with things on the social media front... Wednesday work day almost over ,is at lunch and time to catch up with things on the social media front wednesday work day almost over
1,@dungodung I'm all ears ,im all ears
1,@kerstyn_smith Aw. Love that song. ,aw love that song
0,"http://twitpic.com/5dd11 - @DavidT2006 here's a shot of me baps, they don't taste as nice as I thought they would ",heres a shot of me baps they dont taste as nice as i thought they would
0,Rainy day blues.... Wish I wasn't enrolled again at school...  &quot;walang pasok bukas!!!!&quot;,rainy day blues wish i wasnt enrolled again at school quotwalang pasok bukasquot
0,awake messing around on the computer. gotta work in about an hour ,awake messing around on the computer gotta work in about an hour
1,@demib hopefully they are just followers rather than stalkers ,hopefully they are just followers rather than stalkers
1,@thekhris you're probably not but you're only one I know that dances in there undies on twitter LOL ,youre probably not but youre only one i know that dances in there undies on twitter lol
1,@shabzcohelp can I have it ,can i have it
1,About to see Up 3d! ,about to see up d
0,What a yucky day  needs to snuggle again...but ur nowhere near  &lt;3,what a yucky day needs to snuggle againbut ur nowhere near lt
0,@susiebubble Your emails are not working it seems  x,your emails are not working it seems x
1,@Wossy Woo! Love Hugh Laurie! Have to be watchin the show this week ,woo love hugh laurie have to be watchin the show this week
0,So it's official. @TerribleD_UOE hates me because of my gay jokes. My good mood is gone. SAAAAAAAAD ,so its official hates me because of my gay jokes my good mood is gone saaaaaaaad
0,"Overly emotional, tired, and I have a headache. ",overly emotional tired and i have a headache
0,"I'm hungry.  I'll eat noodles and nothing but noodles, is that bad?",im hungry ill eat noodles and nothing but noodles is that bad
1,@ceo08 by switching off tweetdeck and using twhirl ,by switching off tweetdeck and using twhirl
1,@AIMEELILY Hey i just want to say that i think you are an amazing performer and thankyou for inspiring me ,hey i just want to say that i think you are an amazing performer and thankyou for inspiring me
1,Rachel over  stayed last night  out to the park again today ,rachel over stayed last night out to the park again today
0,"@MissGC : You should!! It's highly recommended!! XD Oh, some people said that @BrianEHanerJr was an impostor ",you should its highly recommended xd oh some people said that was an impostor
0,"@alexakim LOL... my bad, accidentally deleted it on my work PC, can't get it back til this evening  bad pic anyhow",lol my bad accidentally deleted it on my work pc cant get it back til this evening bad pic anyhow
0,My hurt just started again inside  thinking about everything makes me wanna go rawr!,my hurt just started again inside thinking about everything makes me wanna go rawr
1,"@tooclevername to those with hammers, everything looks like a nail!  ",to those with hammers everything looks like a nail
1,@FireMom Taco Pie sounds kind of heavenly ,taco pie sounds kind of heavenly
1,@shezzitta thanks for the links to back to life - looking into it right now ,thanks for the links to back to life looking into it right now
0,@maych88 : here in Bangalore also ,here in bangalore also
0,mourning because i can never share moose tracks with my best friend ,mourning because i can never share moose tracks with my best friend
1,I'm trying to show @chrispirillo how awesome Woopra is! Help me by going to http://www.geekbrief.tv right now! Thanks!! ,im trying to show how awesome woopra is help me by going to right now thanks
1,"THIS IS ORIGINAL FROM YOURS TRULY...  &quot;If you want to become wealthy, learn the things most ppl say they don't have time for&quot; -ME",this is original from yours truly quotif you want to become wealthy learn the things most ppl say they dont have time forquot me
0,@djksly what no daily quote?  was lookin fwd to it mami,what no daily quote was lookin fwd to it mami
1,@carloslamona I do too and I miss that. Phone date this week ,i do too and i miss that phone date this week
1,@sociaIIyawkward  Hey lady!  How is your day!  I say little makeup!  I dont like to wear a lot unless I have too!  ,hey lady how is your day i say little makeup i dont like to wear a lot unless i have too
0,@FreddysFingers there's just no place for a little Ninja Bunny in Campbell ,theres just no place for a little ninja bunny in campbell
0,"i saw an extremely big insect and when i wanna hit it, it's gone! ",i saw an extremely big insect and when i wanna hit it its gone
0,cant wait till westlife cum back am missing them soo soo much  x,cant wait till westlife cum back am missing them soo soo much x
1,@racingleager thanks for the article on danica ,thanks for the article on danica
1,"Checkin out Tropic Thunder and eatin Corn Pops...oh yeah, its a good nite ",checkin out tropic thunder and eatin corn popsoh yeah its a good nite
